ID,Revenu (€),Montant du Prêt (€),Durée de l'Emploi (années),Historique de Crédit,Prêt Approuvé
766,2738,6861,6,Bon,Non
767,3407,9082,1,Bon,Non
768,2514,16592,2,Mauvais,Non
769,3446,3241,9,Bon,Oui
770,4907,10115,8,Mauvais,Non
771,2206,5126,1,Bon,Non
772,2622,8568,5,Bon,Non
773,2525,9459,2,Bon,Non
774,2356,18471,1,Mauvais,Non
775,4662,10530,6,Mauvais,Non
776,2062,19011,1,Bon,Non
777,2605,11537,1,Bon,Non
778,4785,8067,10,Bon,Oui
779,1739,17235,9,Mauvais,Non
780,3854,9784,9,Bon,Non
781,4186,12387,2,Bon,Non
782,2208,4013,5,Bon,Oui
783,2841,16575,4,Bon,Non
784,3693,7352,8,Bon,Oui
785,3337,2549,2,Bon,Oui
786,1517,10302,6,Mauvais,Non
787,4653,11496,2,Bon,Non
788,2717,16439,6,Mauvais,Non
789,4816,6520,5,Bon,Oui
790,2567,11730,4,Mauvais,Non
791,3294,12841,10,Bon,Non
792,3531,13858,2,Mauvais,Non
793,4483,6230,3,Bon,Oui
794,2305,2986,2,Bon,Oui
795,2157,19702,8,Mauvais,Non
796,4193,11913,5,Mauvais,Non
797,4014,2067,10,Mauvais,Non
798,2779,11321,10,Mauvais,Non
799,2257,3946,1,Bon,Oui
800,3029,3744,7,Mauvais,Non
801,4165,13211,1,Bon,Non
802,2700,2731,5,Mauvais,Non
803,3477,19865,1,Bon,Non
804,3853,3775,2,Bon,Oui
805,3192,9497,3,Mauvais,Non
806,2118,7748,3,Bon,Non
807,1983,10426,8,Mauvais,Non
808,2849,16936,3,Mauvais,Non
809,3872,8501,10,Bon,Non
810,2041,10587,2,Bon,Non
811,4797,17999,9,Mauvais,Non
812,3477,4299,8,Mauvais,Non
813,2946,12164,6,Bon,Non
814,2214,7745,8,Mauvais,Non
815,2914,2610,1,Bon,Oui
816,3612,5844,8,Mauvais,Non
817,1656,5685,6,Mauvais,Non
818,3477,4261,4,Mauvais,Non
819,2927,4168,5,Mauvais,Non
820,3014,15016,4,Mauvais,Non
821,2192,13589,7,Mauvais,Non
822,4409,19565,2,Bon,Non
823,2404,16430,6,Mauvais,Non
824,2993,3656,2,Mauvais,Non
825,1678,10976,1,Mauvais,Non
826,3907,13470,10,Mauvais,Non
827,2164,4757,3,Mauvais,Non
828,3586,2539,1,Mauvais,Non
829,3347,9154,2,Mauvais,Non
830,4337,2897,7,Bon,Oui
831,3452,2799,6,Mauvais,Non
832,1707,18153,2,Mauvais,Non
833,2612,9693,5,Bon,Non
834,1728,9698,3,Bon,Non
835,4033,17503,8,Bon,Non
836,3722,18438,6,Mauvais,Non
837,3078,15133,7,Bon,Non
838,3315,7814,2,Bon,Non
839,3617,15326,10,Bon,Non
840,3770,4760,5,Bon,Oui
841,4497,18104,9,Mauvais,Non
842,2232,2068,4,Mauvais,Non
843,1849,15199,7,Mauvais,Non
844,3739,5686,4,Bon,Oui
845,4544,7758,6,Bon,Oui
846,3044,2564,1,Mauvais,Non
847,3030,19529,10,Mauvais,Non
848,1511,4887,5,Mauvais,Non
849,1748,17708,8,Mauvais,Non
850,3929,14210,8,Mauvais,Non
851,1640,10974,1,Bon,Non
852,3308,3123,8,Mauvais,Non
853,4209,7317,4,Mauvais,Non
854,1719,3391,9,Bon,Oui
855,4391,11267,2,Bon,Non
856,4279,17224,5,Mauvais,Non
857,3134,5917,9,Bon,Oui
858,1584,19382,5,Mauvais,Non
859,1858,3051,3,Bon,Oui
860,1780,13108,4,Mauvais,Non
861,1793,17879,6,Mauvais,Non
862,1955,13769,9,Bon,Non
863,4166,14623,10,Bon,Non
864,2747,14874,3,Bon,Non
865,4665,4061,1,Mauvais,Non
866,3639,17792,3,Mauvais,Non
867,2518,16250,1,Bon,Non
868,4908,17085,7,Bon,Non
869,3917,3201,10,Bon,Oui
870,2063,9843,6,Mauvais,Non
871,4082,5072,10,Mauvais,Non
872,3152,8355,4,Bon,Non
873,4365,16431,6,Bon,Non
874,4006,11043,7,Mauvais,Non
875,1961,6835,8,Mauvais,Non
876,2851,4559,6,Mauvais,Non
877,2137,15558,5,Bon,Non
878,4134,18598,9,Mauvais,Non
879,2415,3252,7,Bon,Oui
880,4866,10070,1,Bon,Non
881,2645,17679,3,Mauvais,Non
882,2512,8861,6,Bon,Non
883,2315,19674,8,Mauvais,Non
884,4582,18069,2,Mauvais,Non
885,3807,3639,8,Bon,Oui
886,3120,6354,3,Bon,Non
887,2583,7477,2,Bon,Non
888,2807,15576,8,Mauvais,Non
889,2062,17832,4,Bon,Non
890,3575,13385,4,Mauvais,Non
891,4691,10391,7,Bon,Non
892,1541,19012,7,Mauvais,Non
893,4783,11267,3,Mauvais,Non
894,4342,11644,10,Mauvais,Non
895,3776,14198,4,Bon,Non
896,4142,17094,7,Bon,Non
897,2021,9418,3,Mauvais,Non
898,2513,15995,4,Mauvais,Non
899,4987,3529,5,Mauvais,Non
900,4284,3679,1,Mauvais,Non
901,2117,9853,3,Bon,Non
902,2422,2763,2,Mauvais,Non
903,1934,16758,5,Bon,Non
904,2054,7110,5,Mauvais,Non
905,3972,2157,9,Mauvais,Non
906,3914,8566,1,Bon,Non
907,3883,8296,6,Mauvais,Non
908,3032,15957,8,Mauvais,Non
909,2299,17495,7,Mauvais,Non
910,4605,9077,1,Bon,Oui
911,3906,18148,2,Mauvais,Non
912,3407,12005,2,Mauvais,Non
913,2468,7906,8,Mauvais,Non
914,2233,8970,6,Mauvais,Non
915,4218,13700,3,Bon,Non
916,2204,11500,6,Bon,Non
917,4872,14604,6,Mauvais,Non
918,3779,13388,7,Bon,Non
919,2256,7628,9,Bon,Non
920,1542,15309,3,Mauvais,Non
921,2310,18240,9,Bon,Non
922,2733,10846,9,Bon,Non
923,1514,8796,8,Mauvais,Non
924,3361,8996,1,Bon,Non
925,2409,10918,9,Bon,Non
926,4634,18092,10,Bon,Non
927,1881,3161,9,Mauvais,Non
928,3097,18722,10,Bon,Non
929,2072,9355,1,Mauvais,Non
930,1537,10100,1,Mauvais,Non
931,1718,12625,8,Mauvais,Non
932,3095,6534,8,Bon,Non
933,1901,3777,5,Mauvais,Non
934,1500,8265,1,Bon,Non
935,1722,10244,4,Mauvais,Non
936,3856,8983,1,Bon,Non
937,2312,16249,2,Bon,Non
938,2773,13289,1,Bon,Non
939,1597,19584,8,Bon,Non
940,4809,8687,4,Bon,Oui
941,3116,2566,5,Mauvais,Non
942,4006,18982,1,Bon,Non
943,2866,2709,8,Mauvais,Non
944,2702,10963,6,Bon,Non
945,3159,4003,10,Bon,Oui
946,3625,2466,1,Mauvais,Non
947,4761,11742,3,Bon,Non
948,2594,11062,10,Mauvais,Non
949,4443,3925,1,Mauvais,Non
950,2706,5773,1,Mauvais,Non
951,3156,6933,6,Mauvais,Non
952,2537,15503,10,Bon,Non
953,4348,12523,6,Mauvais,Non
954,2070,16828,9,Bon,Non
955,2163,10118,6,Mauvais,Non
956,2164,7488,7,Mauvais,Non
957,4580,19372,9,Bon,Non
958,3296,13511,9,Mauvais,Non
959,4673,2433,5,Bon,Oui
960,2322,8006,3,Mauvais,Non
961,4619,19890,3,Mauvais,Non
962,3106,5154,8,Mauvais,Non
963,2230,5684,10,Mauvais,Non
964,2372,11927,9,Mauvais,Non
965,2295,16365,2,Mauvais,Non
966,1986,12574,5,Bon,Non
967,2492,3146,10,Bon,Oui
968,2635,13797,9,Bon,Non
969,2488,9991,2,Mauvais,Non
970,3159,6838,6,Bon,Non
971,4087,14620,9,Mauvais,Non
972,4278,13635,8,Bon,Non
973,4585,19884,4,Mauvais,Non
974,4500,16866,2,Mauvais,Non
975,2292,13635,4,Bon,Non
976,2250,15981,5,Mauvais,Non
977,4436,14093,3,Bon,Non
978,4010,14046,9,Mauvais,Non
979,2294,6680,9,Mauvais,Non
980,3989,7436,2,Bon,Oui
981,3807,18840,8,Mauvais,Non
982,2365,5745,6,Bon,Non
983,1552,11168,2,Mauvais,Non
984,4763,2437,2,Mauvais,Non
985,1891,17094,7,Mauvais,Non
986,3227,9349,10,Bon,Non
987,4890,8456,2,Mauvais,Non
988,3323,13691,6,Mauvais,Non
989,3442,14446,2,Mauvais,Non
990,4493,11629,2,Mauvais,Non
991,1500,2108,8,Mauvais,Non
992,4103,14726,8,Bon,Non
993,4619,14645,7,Mauvais,Non
994,3741,12826,8,Bon,Non
995,4921,14745,6,Bon,Non
996,4206,3121,2,Bon,Oui
997,3464,5692,6,Mauvais,Non
998,4437,4270,5,Bon,Oui
999,1863,3970,6,Bon,Non
1000,1624,14057,7,Bon,Non
1001,1955,7639,3,Mauvais,Non
1002,3585,9118,6,Bon,Non
1003,3938,14629,4,Mauvais,Non
1004,4636,3308,5,Mauvais,Non
1005,3937,16945,3,Mauvais,Non
1006,3214,16726,10,Mauvais,Non
1007,1586,4567,10,Mauvais,Non
1008,1530,4943,5,Mauvais,Non
1009,4763,4550,1,Mauvais,Non
1010,1870,14626,9,Bon,Non
1011,3937,19921,2,Mauvais,Non
1012,2629,16940,5,Bon,Non
1013,1657,17654,3,Bon,Non
1014,5000,17739,5,Mauvais,Non
1015,2684,10956,6,Bon,Non
1016,1804,13314,2,Mauvais,Non
1017,3016,10737,10,Mauvais,Non
1018,3789,7089,10,Bon,Oui
1019,1930,5312,3,Mauvais,Non
1020,3329,19150,8,Bon,Non
1021,2742,10910,5,Bon,Non
1022,3436,11213,10,Mauvais,Non
1023,4247,7900,7,Bon,Oui
1024,2390,7633,7,Bon,Non
1025,3594,2025,9,Mauvais,Non
1026,3132,4405,3,Bon,Oui
1027,3875,19992,1,Mauvais,Non
1028,3136,12789,8,Bon,Non
1029,1693,4719,9,Mauvais,Non
1030,3955,8358,2,Bon,Non
1031,2084,18372,1,Bon,Non
1032,1574,13289,9,Mauvais,Non
1033,4628,10403,9,Mauvais,Non
1034,4635,16810,7,Mauvais,Non
1035,2947,8450,9,Bon,Non
1036,4201,13445,6,Bon,Non
1037,1651,2621,8,Bon,Oui
1038,3250,8225,6,Mauvais,Non
1039,3113,16961,6,Bon,Non
1040,4974,6845,10,Mauvais,Non
1041,3761,15178,1,Mauvais,Non
1042,3310,7225,2,Bon,Non
1043,2252,13996,8,Bon,Non
1044,1819,8573,4,Mauvais,Non
1045,4161,6750,9,Bon,Oui
1046,2770,7429,2,Mauvais,Non
1047,1519,2182,5,Mauvais,Non
1048,3031,19055,3,Bon,Non
1049,3233,13234,1,Bon,Non
1050,1982,9268,6,Mauvais,Non
1051,3756,16121,1,Bon,Non
1052,4657,15124,1,Bon,Non
1053,4688,11337,8,Bon,Non
1054,2579,9783,5,Mauvais,Non
1055,2364,6892,3,Mauvais,Non
1056,2869,15786,10,Bon,Non
1057,1871,18956,2,Mauvais,Non
1058,4559,11353,2,Bon,Non
1059,1881,7426,6,Mauvais,Non
1060,3115,4508,3,Bon,Oui
1061,3072,16134,4,Bon,Non
1062,1641,8609,9,Bon,Non
1063,2843,8600,2,Bon,Non
1064,1956,10727,7,Mauvais,Non
1065,3764,9125,4,Bon,Non
1066,3714,13803,8,Mauvais,Non
1067,2107,13347,3,Bon,Non
1068,3620,13483,8,Mauvais,Non
1069,4057,15194,5,Bon,Non
1070,2198,9923,1,Mauvais,Non
1071,4879,11848,2,Bon,Non
1072,3618,14352,10,Mauvais,Non
1073,2310,2871,4,Mauvais,Non
1074,4120,6174,4,Mauvais,Non
1075,3563,4098,9,Mauvais,Non
1076,2474,8768,2,Mauvais,Non
1077,4322,10221,2,Mauvais,Non
1078,1908,8941,7,Bon,Non
1079,3691,11152,7,Mauvais,Non
1080,4052,5917,9,Bon,Oui
1081,3947,18264,2,Mauvais,Non
1082,3604,19242,9,Bon,Non
1083,3548,18166,5,Mauvais,Non
1084,3554,2588,6,Mauvais,Non
1085,4460,19224,5,Mauvais,Non
1086,3536,4802,7,Mauvais,Non
1087,3230,12922,9,Mauvais,Non
1088,4658,13533,7,Mauvais,Non
1089,4312,13348,9,Mauvais,Non
1090,2675,18908,8,Mauvais,Non
1091,3852,8002,9,Bon,Non
1092,3388,9662,4,Bon,Non
1093,4766,19015,4,Bon,Non
1094,4491,14003,1,Bon,Non
1095,4554,8527,10,Mauvais,Non
1096,2253,3875,8,Bon,Oui
1097,2624,9925,3,Bon,Non
1098,4629,4633,4,Mauvais,Non
1099,4408,9225,3,Bon,Non
1100,2218,2733,7,Bon,Oui
1101,4250,18922,9,Bon,Non
1102,3747,6236,2,Bon,Oui
1103,4315,14964,5,Mauvais,Non
1104,4770,13971,10,Mauvais,Non
1105,2078,12165,9,Bon,Non
1106,4519,5917,10,Bon,Oui
1107,2180,13883,1,Mauvais,Non
1108,4710,2438,4,Bon,Oui
1109,3711,5074,7,Mauvais,Non
1110,2374,10266,6,Bon,Non
1111,1728,10909,7,Bon,Non
1112,2222,3283,7,Mauvais,Non
1113,2472,16515,10,Bon,Non
1114,2851,4304,3,Bon,Oui
1115,2868,11893,2,Mauvais,Non
1116,4055,2076,1,Mauvais,Non
1117,2575,8697,5,Bon,Non
1118,4107,11284,8,Mauvais,Non
1119,3739,15698,7,Bon,Non
1120,3192,2540,8,Bon,Oui
1121,2382,16332,2,Bon,Non
1122,2315,14063,3,Bon,Non
1123,4139,2618,9,Mauvais,Non
1124,2876,3224,7,Bon,Oui
1125,4021,4197,3,Bon,Oui
1126,4422,18008,9,Mauvais,Non
1127,4418,2661,8,Mauvais,Non
1128,4179,7820,7,Mauvais,Non
1129,1634,19180,5,Mauvais,Non
1130,4580,3906,1,Mauvais,Non
1131,3912,8389,10,Bon,Non
1132,2469,13692,6,Mauvais,Non
1133,4486,14754,10,Bon,Non
1134,2911,6049,5,Bon,Non
1135,1603,15657,4,Bon,Non
1136,4346,17863,7,Mauvais,Non
1137,2154,10940,9,Mauvais,Non
1138,3228,2149,5,Bon,Oui
1139,2487,15081,8,Mauvais,Non
1140,3838,10084,4,Mauvais,Non
1141,1784,10762,10,Mauvais,Non
1142,2951,10097,4,Mauvais,Non
1143,3760,2326,7,Mauvais,Non
1144,3149,9719,1,Bon,Non
1145,2185,8009,1,Bon,Non
1146,2348,11634,1,Mauvais,Non
1147,2989,12779,1,Bon,Non
1148,4859,7784,2,Bon,Oui
1149,3937,10971,2,Mauvais,Non
1150,3163,6603,8,Mauvais,Non
1151,4305,7371,9,Mauvais,Non
1152,3570,12067,2,Mauvais,Non
1153,3344,8953,7,Mauvais,Non
1154,4991,3469,7,Bon,Oui
1155,4606,11500,8,Mauvais,Non
1156,1938,14563,10,Bon,Non
1157,4216,9759,8,Bon,Non
1158,2219,14949,3,Bon,Non
1159,2262,8448,6,Bon,Non
1160,4319,5077,9,Bon,Oui
1161,3942,18788,1,Bon,Non
1162,2313,11026,10,Bon,Non
1163,1779,16938,6,Bon,Non
1164,4083,7136,5,Mauvais,Non
1165,4769,5908,2,Mauvais,Non
1166,4090,7132,1,Mauvais,Non
1167,4504,8173,3,Bon,Oui
1168,2440,5245,8,Bon,Non
1169,2483,16412,2,Bon,Non
1170,4293,3822,9,Mauvais,Non
1171,3131,18290,1,Bon,Non
1172,4820,4638,10,Bon,Oui
1173,4443,10186,7,Bon,Non
1174,1990,4306,3,Bon,Non
1175,3446,16618,9,Bon,Non
1176,1871,9741,7,Bon,Non
1177,2771,18095,9,Mauvais,Non
1178,2899,4419,4,Bon,Oui
1179,3616,9244,9,Mauvais,Non
1180,4318,18026,10,Bon,Non
1181,4887,7207,5,Mauvais,Non
1182,3675,16917,3,Bon,Non
1183,4948,13913,3,Mauvais,Non
1184,4690,13919,2,Bon,Non
1185,4177,6169,2,Bon,Oui
1186,2908,3964,10,Bon,Oui
1187,4210,13149,6,Mauvais,Non
1188,3856,17211,5,Bon,Non
1189,4774,12629,8,Bon,Non
1190,2971,18595,2,Mauvais,Non
1191,3151,15968,9,Bon,Non
1192,3582,10803,8,Bon,Non
1193,1801,6213,4,Mauvais,Non
1194,4790,13591,5,Bon,Non
1195,2567,8020,6,Mauvais,Non
1196,2174,5947,5,Mauvais,Non
1197,4409,5892,7,Mauvais,Non
1198,4377,12005,4,Bon,Non
1199,2726,15632,5,Mauvais,Non
1200,2202,6651,3,Mauvais,Non
1201,2322,16839,5,Mauvais,Non
1202,4596,4681,1,Mauvais,Non
1203,2123,10106,7,Mauvais,Non
1204,2521,12462,3,Mauvais,Non
1205,3212,10547,5,Bon,Non
1206,1961,7454,5,Mauvais,Non
1207,1826,16500,8,Bon,Non
1208,3909,13113,3,Bon,Non
1209,4826,10090,7,Mauvais,Non
1210,4495,2291,2,Mauvais,Non
1211,2296,10533,2,Mauvais,Non
1212,3780,14658,8,Mauvais,Non
1213,3993,11655,3,Mauvais,Non
1214,4438,17823,8,Bon,Non
1215,3921,16431,10,Mauvais,Non
1216,1588,6861,4,Bon,Non
1217,2040,17130,6,Mauvais,Non
1218,3404,2866,6,Bon,Oui
1219,2468,6704,8,Mauvais,Non
1220,2854,18821,7,Mauvais,Non
1221,3095,5952,1,Mauvais,Non
1222,4090,18096,8,Mauvais,Non
1223,2852,5703,4,Bon,Oui
1224,2691,8348,8,Mauvais,Non
1225,2363,18713,2,Bon,Non
1226,3566,12081,4,Bon,Non
1227,2720,19538,1,Mauvais,Non
1228,2073,4149,6,Mauvais,Non
1229,4554,16083,2,Mauvais,Non
1230,2738,15800,6,Mauvais,Non
1231,4488,16825,6,Mauvais,Non
1232,4559,2047,5,Mauvais,Non
1233,1597,4998,2,Mauvais,Non
1234,3530,17443,6,Bon,Non
1235,4394,13245,2,Mauvais,Non
1236,2394,19138,4,Bon,Non
1237,3925,10493,9,Mauvais,Non
1238,2942,15976,1,Bon,Non
1239,4750,3272,5,Bon,Oui
1240,3870,16975,1,Bon,Non
1241,2667,17053,9,Bon,Non
1242,4805,7040,10,Mauvais,Non
1243,2289,13157,1,Mauvais,Non
1244,2877,19326,8,Mauvais,Non
1245,2863,7939,6,Mauvais,Non
1246,2127,6308,5,Mauvais,Non
1247,3644,9503,9,Bon,Non
1248,4840,10462,10,Mauvais,Non
1249,2455,13670,2,Mauvais,Non
1250,4419,19356,7,Mauvais,Non
1251,4938,9461,6,Bon,Oui
1252,1688,14450,8,Bon,Non
1253,2947,14936,2,Mauvais,Non
1254,3255,3518,9,Bon,Oui
1255,1532,5106,3,Mauvais,Non
1256,2369,7729,8,Bon,Non
1257,4116,16980,6,Mauvais,Non
1258,2966,4287,5,Mauvais,Non
1259,4190,3550,1,Mauvais,Non
1260,2497,3187,1,Bon,Oui
1261,3439,8230,8,Mauvais,Non
1262,2944,13313,2,Mauvais,Non
1263,4258,9098,9,Mauvais,Non
1264,3607,4706,1,Mauvais,Non
1265,4489,7631,1,Bon,Oui
1266,3478,18686,6,Mauvais,Non
1267,3172,9732,5,Mauvais,Non
1268,2756,3989,7,Bon,Oui
1269,2439,14880,9,Mauvais,Non
1270,4702,2806,7,Mauvais,Non
1271,4639,11797,9,Mauvais,Non
1272,2311,6663,3,Mauvais,Non
1273,1794,7645,1,Bon,Non
1274,4380,7448,10,Mauvais,Non
1275,3862,9817,4,Bon,Non
1276,4121,12583,1,Bon,Non
1277,3001,13525,5,Bon,Non
1278,4171,16239,2,Bon,Non
1279,4636,6377,4,Bon,Oui
1280,1937,8804,1,Bon,Non
1281,1504,7285,1,Bon,Non
1282,4538,13005,9,Bon,Non
1283,2680,18718,4,Bon,Non
1284,2618,6160,4,Mauvais,Non
1285,3338,17610,4,Mauvais,Non
1286,4603,16675,1,Bon,Non
1287,3276,7761,7,Bon,Non
1288,4500,2373,5,Bon,Oui
1289,3441,11068,3,Mauvais,Non
1290,2831,13772,9,Bon,Non
1291,1677,11290,1,Bon,Non
1292,4523,7715,8,Bon,Oui
1293,2369,10754,5,Bon,Non
1294,2966,16070,10,Mauvais,Non
1295,1933,9103,4,Mauvais,Non
1296,4827,6881,9,Bon,Oui
1297,2446,12292,8,Bon,Non
1298,2726,18829,1,Mauvais,Non
1299,3109,4694,9,Mauvais,Non
1300,4836,11533,8,Mauvais,Non
1301,4245,13901,8,Bon,Non
1302,2548,16536,10,Mauvais,Non
1303,4892,2090,7,Mauvais,Non
1304,3305,12324,2,Mauvais,Non
1305,3686,9393,9,Mauvais,Non
1306,2900,12781,5,Bon,Non
1307,4088,11745,10,Mauvais,Non
1308,1925,12071,1,Mauvais,Non
1309,2867,16634,1,Bon,Non
1310,4467,4285,2,Bon,Oui
1311,2562,8866,7,Bon,Non
1312,3441,4869,2,Bon,Oui
1313,1589,7868,4,Mauvais,Non
1314,3328,18188,4,Bon,Non
1315,2225,11932,6,Mauvais,Non
1316,1892,17361,1,Mauvais,Non
1317,3641,17814,5,Mauvais,Non
1318,2493,2704,3,Bon,Oui
1319,3560,15534,1,Mauvais,Non
1320,2535,9813,9,Mauvais,Non
1321,3862,19340,4,Mauvais,Non
1322,2791,17037,1,Mauvais,Non
1323,2997,19777,1,Mauvais,Non
1324,4738,14244,6,Mauvais,Non
1325,3267,18496,4,Mauvais,Non
1326,1955,5762,7,Bon,Non
1327,2581,17667,8,Mauvais,Non
1328,2287,16413,5,Bon,Non
1329,1748,9338,2,Bon,Non
1330,4127,15776,7,Mauvais,Non
1331,4422,9018,10,Mauvais,Non
1332,1997,7257,3,Mauvais,Non
1333,1951,6766,2,Bon,Non
1334,1839,17059,2,Bon,Non
1335,1578,12439,6,Mauvais,Non
1336,2122,3869,10,Bon,Oui
1337,3634,9379,8,Mauvais,Non
1338,2945,3554,9,Mauvais,Non
1339,4564,8111,7,Mauvais,Non
1340,3932,10401,5,Mauvais,Non
1341,3762,15879,2,Mauvais,Non
1342,3478,11466,8,Mauvais,Non
1343,2086,9885,4,Mauvais,Non
1344,2247,19507,3,Mauvais,Non
1345,3642,8430,10,Bon,Non
1346,3470,13975,2,Bon,Non
1347,4985,16631,5,Bon,Non
1348,2776,15724,7,Bon,Non
1349,3021,19584,2,Mauvais,Non
1350,2332,15005,1,Mauvais,Non
1351,3215,14813,7,Bon,Non
1352,3210,13758,10,Mauvais,Non
1353,4305,16043,6,Bon,Non
1354,4025,11493,2,Mauvais,Non
1355,4201,2080,8,Bon,Oui
1356,2009,9404,10,Bon,Non
1357,3573,18794,1,Mauvais,Non
1358,4776,10456,9,Mauvais,Non
1359,3071,17503,1,Bon,Non
1360,2577,6370,8,Mauvais,Non
1361,3897,10931,6,Mauvais,Non
1362,3200,9575,5,Bon,Non
1363,2818,17560,2,Bon,Non
1364,3627,3787,6,Bon,Oui
1365,3177,15677,9,Mauvais,Non
1366,4338,12992,2,Mauvais,Non
1367,3689,5999,3,Mauvais,Non
1368,3045,14355,5,Bon,Non
1369,4771,8825,1,Bon,Oui
1370,4961,13955,8,Bon,Non
1371,2373,8270,8,Mauvais,Non
1372,2268,7388,8,Bon,Non
1373,1918,4334,3,Mauvais,Non
1374,4726,2061,7,Bon,Oui
1375,3699,10033,3,Mauvais,Non
1376,4541,4766,8,Bon,Oui
1377,3069,12148,6,Mauvais,Non
1378,3289,11050,10,Mauvais,Non
1379,3447,12906,8,Bon,Non
1380,2875,15683,5,Mauvais,Non
1381,3444,16187,1,Bon,Non
1382,4040,4318,6,Mauvais,Non
1383,2799,14919,6,Bon,Non
1384,2289,15091,2,Mauvais,Non
1385,4576,15384,4,Bon,Non
1386,4751,11350,1,Bon,Non
1387,2471,7416,3,Bon,Non
1388,2453,11500,6,Mauvais,Non
1389,1729,15252,6,Bon,Non
1390,2002,2056,9,Bon,Oui
1391,3692,9227,7,Mauvais,Non
1392,3613,8658,8,Bon,Non
1393,2068,4461,9,Bon,Non
1394,3398,2500,3,Mauvais,Non
1395,2589,18991,3,Bon,Non
1396,4239,2874,7,Bon,Oui
1397,2170,9827,8,Bon,Non
1398,2757,2724,10,Mauvais,Non
1399,2160,2194,10,Mauvais,Non
1400,4564,7454,3,Mauvais,Non
1401,1795,9384,9,Mauvais,Non
1402,2957,6438,7,Bon,Non
1403,2040,4014,2,Mauvais,Non
1404,1712,5691,6,Mauvais,Non
1405,2924,3205,9,Bon,Oui
1406,4566,17331,3,Bon,Non
1407,1682,19195,7,Mauvais,Non
1408,3559,18546,4,Mauvais,Non
1409,2520,18331,8,Bon,Non
1410,3313,18306,8,Mauvais,Non
1411,4192,9378,1,Bon,Non
1412,3659,17087,6,Bon,Non
1413,4654,14537,6,Mauvais,Non
1414,2472,17593,9,Mauvais,Non
1415,2264,11508,9,Bon,Non
1416,1900,10693,7,Bon,Non
1417,4778,14873,10,Mauvais,Non
1418,4301,17881,2,Mauvais,Non
1419,2800,4030,4,Mauvais,Non
1420,3316,14343,5,Mauvais,Non
1421,3960,17855,9,Bon,Non
1422,3381,8129,6,Bon,Non
1423,4135,19845,1,Bon,Non
1424,4246,14959,5,Bon,Non
1425,2764,7152,5,Bon,Non
1426,4783,16055,3,Bon,Non
1427,1880,18251,3,Mauvais,Non
1428,3321,17178,10,Mauvais,Non
1429,4848,9809,8,Mauvais,Non
1430,4660,10244,1,Mauvais,Non
1431,3593,12494,6,Bon,Non
1432,3715,13081,6,Bon,Non
1433,2802,2746,7,Bon,Oui
1434,3711,16092,9,Mauvais,Non
1435,3440,16364,5,Mauvais,Non
1436,3893,14094,5,Mauvais,Non
1437,2969,8576,5,Bon,Non
1438,4179,11962,6,Mauvais,Non
1439,3337,13046,6,Mauvais,Non
1440,3591,5734,3,Bon,Oui
1441,4346,18623,9,Mauvais,Non
1442,2548,3746,1,Mauvais,Non
1443,2486,14115,9,Bon,Non
1444,1973,16506,4,Bon,Non
1445,3684,13470,2,Mauvais,Non
1446,1755,2511,8,Bon,Oui
1447,4144,10599,8,Mauvais,Non
1448,3215,4687,1,Mauvais,Non
1449,3899,10759,5,Mauvais,Non
1450,2260,8089,8,Mauvais,Non
1451,2629,8866,10,Mauvais,Non
1452,4996,18433,4,Mauvais,Non
1453,2983,7399,6,Mauvais,Non
1454,3050,14839,10,Bon,Non
1455,3115,11582,7,Mauvais,Non
1456,3927,18349,2,Mauvais,Non
1457,4845,18614,3,Mauvais,Non
1458,4388,12220,10,Bon,Non
1459,4872,3695,5,Mauvais,Non
1460,3569,18275,3,Mauvais,Non
1461,2210,12637,4,Bon,Non
1462,4299,5728,8,Bon,Oui
1463,4221,19434,1,Bon,Non
1464,3215,8154,9,Mauvais,Non
1465,3459,12334,3,Mauvais,Non
1466,1742,18110,10,Mauvais,Non
1467,2323,8171,5,Bon,Non
1468,4876,19849,8,Bon,Non
1469,4859,9682,5,Mauvais,Non
1470,2241,2349,2,Mauvais,Non
1471,4336,12963,7,Mauvais,Non
1472,3722,18360,5,Mauvais,Non
1473,4066,5216,7,Bon,Oui
1474,2437,19161,10,Mauvais,Non
1475,1909,18282,9,Mauvais,Non
1476,2916,2435,3,Bon,Oui
1477,2252,8802,2,Bon,Non
1478,3685,16756,8,Mauvais,Non
1479,3184,13130,2,Mauvais,Non
1480,3683,8053,5,Bon,Non
1481,2509,5757,7,Bon,Non
1482,2568,10325,3,Mauvais,Non
1483,1506,16691,7,Bon,Non
1484,1644,14749,1,Bon,Non
1485,1765,14302,1,Bon,Non
1486,3129,17432,3,Mauvais,Non
1487,4502,3017,1,Bon,Oui
1488,2745,6199,3,Bon,Non
1489,4271,6260,9,Bon,Oui
1490,4723,14411,4,Bon,Non
1491,4749,4690,6,Bon,Oui
1492,1655,3982,7,Bon,Non
1493,2662,11882,1,Mauvais,Non
1494,4517,3458,6,Mauvais,Non
1495,2841,16359,2,Mauvais,Non
1496,1613,4654,1,Bon,Non
1497,3173,4264,8,Bon,Oui
1498,3002,9869,6,Mauvais,Non
1499,2457,9691,4,Mauvais,Non
1500,1566,17605,7,Mauvais,Non
1501,2175,6876,8,Mauvais,Non
1502,4509,13463,7,Mauvais,Non
1503,4497,13862,2,Bon,Non
1504,3465,12517,9,Bon,Non
